1,7211,0.1556
1,8419,0.1112
1,5608,0.0987
1,8564,0.0910
1,7314,0.0795
1,7449,0.0776
1,6578,0.0679
1,8547,0.0642
1,7380,0.0634
1,6342,0.0612
1,9805,0.0605
1,7820,0.0605
1,6567,0.0594
1,7146,0.0587
1,8370,0.0578
1,8860,0.0566
1,7155,0.0565
1,9281,0.0543
1,7367,0.0528
1,7892,0.0525
1,9671,0.0507
1,7821,0.0502
1,5486,0.0501
1,7909,0.0498
1,8170,0.0493
1,5579,0.0479
1,7413,0.0474
1,7433,0.0472
1,6187,0.0469
1,5184,0.0464
1,8041,0.0460
1,7883,0.0458
1,5798,0.0456
1,7369,0.0454
1,8270,0.0453
1,5014,0.0452
1,7890,0.0450
1,6850,0.0447
1,8709,0.0447
1,6122,0.0443
1,6335,0.0436
1,7980,0.0435
1,5424,0.0432
1,9192,0.0431
1,9069,0.0429
1,7021,0.0428
1,7822,0.0423
1,8015,0.0420
1,7023,0.0418
1,8358,0.0416
1,10004,0.0410
1,6008,0.0404
1,6817,0.0403
1,7723,0.0400
1,7559,0.0399
1,9455,0.0394
1,8418,0.0392
1,7434,0.0392
1,5316,0.0385
1,7079,0.0384
1,9574,0.0383
1,8050,0.0381
1,8490,0.0377
1,6262,0.0376
1,8264,0.0375
1,9086,0.0369
1,6461,0.0367
1,8243,0.0359
1,7771,0.0359
1,7298,0.0359
1,5799,0.0351
1,6309,0.0349
1,7811,0.0346
1,6126,0.0344
1,5807,0.0343
1,7022,0.0341
1,7130,0.0340
1,5657,0.0339
1,5578,0.0337
1,5848,0.0337
1,9963,0.0337
1,6693,0.0333
1,7385,0.0331
1,7581,0.0329
1,5266,0.0329
1,7965,0.0327
1,5695,0.0325
1,7025,0.0325
1,9897,0.0321
1,8399,0.0319
1,7106,0.0316
1,5676,0.0315
1,7142,0.0315
1,7575,0.0315
1,6579,0.0311
1,6686,0.0310
1,5953,0.0308
1,7545,0.0308
1,6025,0.0308
1,6032,0.0306
1,7733,0.0305
1,5570,0.0304
1,6808,0.0301
1,7542,0.0299
1,5660,0.0297
1,8183,0.0297
1,7078,0.0292
1,5803,0.0291
1,7953,0.0289
1,8708,0.0288
1,6904,0.0286
1,6158,0.0286
1,9652,0.0285
1,5905,0.0283
1,7213,0.0281
1,9499,0.0281
1,6470,0.0281
1,9490,0.0279
1,6811,0.0278
1,7165,0.0278
1,7573,0.0278
1,6537,0.0277
1,7216,0.0277
1,5804,0.0277
1,9784,0.0276
1,5494,0.0275
1,8702,0.0274
1,9478,0.0274
1,7144,0.0273
