1,7211,0.2575
1,8419,0.1944
1,5608,0.1834
1,7314,0.1681
1,8564,0.1601
1,7449,0.1404
1,6578,0.1316
1,6342,0.1253
1,8547,0.1203
1,9805,0.1161
1,7380,0.1144
1,9069,0.1143
1,7820,0.1122
1,6567,0.1086
1,8370,0.1085
1,5486,0.1083
1,8860,0.1076
1,7146,0.1067
1,7821,0.1029
1,9281,0.1001
1,7892,0.0997
1,7433,0.0970
1,7155,0.0963
1,5014,0.0927
1,8170,0.0919
1,7909,0.0919
1,7980,0.0917
1,7723,0.0917
1,5579,0.0903
1,8270,0.0895
1,7367,0.0883
1,7413,0.0877
1,7883,0.0877
1,8041,0.0877
1,9192,0.0861
1,7822,0.0854
1,9671,0.0853
1,10004,0.0851
1,8264,0.0848
1,6335,0.0835
1,7559,0.0835
1,9455,0.0832
1,6187,0.0832
1,7890,0.0823
1,5424,0.0816
1,8015,0.0812
1,8358,0.0787
1,6850,0.0785
1,8243,0.0780
1,5798,0.0780
1,7369,0.0775
1,7023,0.0763
1,8050,0.0763
1,5184,0.0735
1,6122,0.0731
1,7021,0.0731
1,7079,0.0726
1,6008,0.0726
1,8709,0.0722
1,5807,0.0720
1,8418,0.0718
1,9574,0.0694
1,6262,0.0684
1,9086,0.0675
1,7434,0.0670
1,7771,0.0670
1,6126,0.0665
1,6817,0.0662
1,5266,0.0660
1,9897,0.0658
1,5316,0.0655
1,5657,0.0644
1,5578,0.0638
1,7965,0.0633
1,6461,0.0632
1,7499,0.0630
1,7811,0.0626
1,7022,0.0616
1,6309,0.0613
1,6462,0.0612
1,5834,0.0608
1,9963,0.0605
1,6579,0.0605
1,5570,0.0604
1,5676,0.0598
1,7106,0.0597
1,8490,0.0595
1,5695,0.0585
1,6032,0.0585
1,8399,0.0580
1,5799,0.0579
1,7130,0.0578
1,7733,0.0578
1,7298,0.0577
1,5848,0.0575
1,6904,0.0575
1,7025,0.0575
1,7581,0.0572
1,7575,0.0570
1,7385,0.0566
1,6808,0.0566
1,7142,0.0563
1,7542,0.0558
1,5708,0.0558
1,8294,0.0557
1,6471,0.0555
1,6693,0.0554
1,5690,0.0554
1,6470,0.0553
1,9784,0.0552
1,5174,0.0550
1,5930,0.0550
1,6611,0.0548
1,6025,0.0540
1,9490,0.0537
1,6147,0.0537
1,9499,0.0535
1,6537,0.0535
1,5494,0.0532
1,6158,0.0532
1,8013,0.0532
1,8957,0.0530
1,7216,0.0529
1,7953,0.0526
1,9478,0.0519
1,5660,0.0516
1,6513,0.0516
1,6766,0.0516
1,8183,0.0516
1,9652,0.0513
1,5347,0.0512
1,5905,0.0509
1,6696,0.0506
1,7078,0.0506
1,6285,0.0506
1,8701,0.0501
1,5680,0.0501
1,7165,0.0501
1,7545,0.0501
1,9422,0.0501
1,9327,0.0500
1,9241,0.0499
1,9402,0.0499
1,5803,0.0497
1,5804,0.0497
1,7144,0.0494
1,7213,0.0492
1,8704,0.0487
1,6354,0.0487
1,6811,0.0487
1,6813,0.0487
1,9616,0.0487
1,7879,0.0486
1,5952,0.0484
1,5825,0.0483
1,5535,0.0479
1,6686,0.0479
1,9110,0.0477
1,7732,0.0477
1,6125,0.0476
1,9859,0.0474
1,5801,0.0474
1,7992,0.0474
1,8854,0.0469
1,6119,0.0465
1,8100,0.0462
1,8588,0.0462
1,8708,0.0462
1,8710,0.0462
1,5675,0.0462
1,5957,0.0462
1,7139,0.0462
1,6116,0.0460
1,7036,0.0460
1,5728,0.0459
1,5385,0.0459
1,5953,0.0459
1,7160,0.0458
1,7990,0.0456
1,8203,0.0454
